ID,UUID,SECURITY_CODE,SECURITY_NAME,ACCOUNTING_YEAR,DATA_YEAR,IS_DELETE,CONTEXTREF,CREATETIME,REPORT_TYPE,STAMP,PAGE_INDEX,SOURCE_URL,CFME00000M,CFME00010M,CFME00020M,CFME00030M,CFME00040M,CFME00050M,CFME00060M,CFME00070M,CFME00080M,CFME00090M,CFME00100M,CFME00110M,CFME00120M,CFME00130M,CFME00140M,CFME00150M,CFME00160M,CFME00170M,CFME00180M,CFME00190M,CFME00200M,CFME00210M,CFME00220M,CFME00230M,CFME00240M,CFME00250M,CFME00260M,CFME00270M,CFME00280M,CFME00290M,CFME00300M,CFME00310M,CFME00320M,CFME00330M,CFME00340M,CFME00350M,CFME00360M,CFME00370M,CFME00380M,CFME00390M,CFME00400M,CFME00410M,CFME00420M,CFME00430M,CFME00440M,CFME00450M,CFME00460M,CFME00470M,CFME00480M,CFME00490M,CFME00500M,CFME00510M,CFME00520M,CFME00530M,CFME00540M,CFME00550M,CFME00560M,CFME00570M,CFME00580M,CFME00590M,CFME00600M,CFME00610M,CFME00620M,CFME00630M,CFME00640M,CFME00650M,CFME00660M,CFME00670M,CFME00680M,CFME00690M,CFME00700M,CFME00710M,CFME00720M,CFME00730M,CFME00740M,CFME00750M,CFME00760M,CFME00770M,CFME00780M,CFME00790M,CFME00800M,CFME00810M,CFME00820M,CFME00830M,CFME00840M,CFME00850M,CFME00860M,CFME00870M,CFME00880M,CFME00890M,CFME00900M,CFME00910M,CFME00920M,CFME00930M,CFME00940M,CFME00950M,CFME00960M,CFME00970M,CFME00980M,CFME00990M,CFME01000M,CFME01010M,CFME01020M,CFME01030M,CFME01040M,CFME01050M,CFME01060M,CFME01070M,CFME01080M,CFME01090M,CFME01100M,CFME01110M,CFME01120M,CFME01130M,CFME01140M,CFME01150M,CFME01160M,CFME01170M,CFME01180M,CFME01190M,CFME01200M,CFME01210M,CFME01220M,CFME01230M,CFME01240M,CFME01250M,CFME01260M,CFME01270M,CFME01280M,CFME01290M,CFME01300M,CFME01310M,CFME01320M,CFME01330M,CFME01340M,CFME01350M,CFME01360M,CFME01370M,CFME01380M,CFME01390M,CFME01400M,CFME01410M,CFME01420M,CFME01430M,CFME01440M,CFME01450M,CFME01460M,CFME01470M,CFME01480M,CFME01490M,CFME01500M,CFME01510M,CFME01520M,CFME01530M,CFME01540M,CFME01550M,CFME01560M,CFME01570M,CFME01580M,CFME01590M,CFME01600M,CFME01610M,CFME01620M,CFME01630M,CFME01640M,CFME01650M,CFME01660M,CFME01670M,CFME01680M,CFME01690M,CFME01700M,CFME01710M,CFME01720M,CFME01730M,CFME01740M,CFME01750M,CFME01760M,CFME01770M,CFME01780M,CFME01790M,CFME01800M,CFME01810M,CFME01820M,CFME01830M,CFME01840M,CFME01850M,CFME01860M,CFME01870M,CFME01880M,CFME01890M,CFME01900M,CFME01910M,CFME01920M,CFME01930M,CFME01940M,CFME01950M,CFME01960M,CFME01970M,CFME01980M,CFME01990M,CFME02000M,CFME02010M,CFME02020M,CFME02030M,CFME02040M,CFME02050M,CFME02060M,CFME02070M,CFME02080M,CFME02090M,CFME02100M,CFME02110M,CFME02120M,CFME02130M,CFME02140M
51360,3eb2681047ce58bc917a8c9527599a10,430062,中科国信,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,67,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770317_954213.pdf,,1,33682994.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390791.33,,,,,1609175.23,,37682960.96,31547425.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16544348.39,,,,8626282.95,,,,,15820648.72,,72538705.61,-34855744.65,1,,,,,105747.2,,,,,,,,,,105747.2,,,,,,7127899.6,,,25300000,,,,,,,,,,,,,,32427899.6,-32322152.4,1,450000,450000,,,,1000000,,,,,,,,,,,,,1450000,,,10000,,,,,,,11695.7,,,,,,,,,,2180000,,,,2201695.7,-751695.7,-130.54,-67929723.29,148109712.8,,,80179989.49,,
70693,f2b2c2b775cc572aa8a778c2ef9561a1,430063,工控网,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/20,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524225257_930972.pdf,,1,27685545.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19692.69,,27705238.1,2101503.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10677832.1,,,,3012901.24,,,,,7658963.6,,23451199.98,4254038.12,1,,,,,,,,,,,1780000,,,,1780000,,,,,,912179.82,,,2940000,,,,,,,,,,,,,,3852179.82,-2072179.82,1,,,,,,,,,,,,,,,,7944500,,,7944500,,,10000000,,,,,,,483158.19,,,,,,,,,,5400000,,,,15883158.19,-7938658.19,,-5756799.89,8438171.43,,,2681371.54,,
70694,f2b2c2b775cc572aa8a778c2ef9561a1,430063,工控网,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/20,年度报告,2019/2/27,46,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524225257_930972.pdf,,1,26875481.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15019.69,,,,,150000,,27040501.58,249298.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11274898.83,,,,3148598.54,,,,,8735783.93,,23408580.02,3631921.56,1,,,,,,,,,,,5300000,,,,5300000,,,,,,270944.74,,,1260000,,,,,,,,,,,,12500000,,14030944.74,-8730944.74,1,,,,,,10000000,,,,,,,,,,8800000,,,18800000,,,10000000,,,,,,,321716.67,,,,,,,,,,2650000,,,,12971716.67,5828283.33,,729260.15,7708911.28,,,8438171.43,,
3649,f2b2c2b775cc572aa8a778c2ef9561a1,430063,工控网,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/20,年度报告,2019/2/27,45,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524225257_930972.pdf,,1,,,,,,,,,,,,,,,,,,,,,,370021166.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80470.45,,370101636.8,303090733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30574222.87,,,,4346826.52,,,,,23595837.04,,361607619.4,8494017.35,1,,,,,123.3,,,,,,,,,,123.3,,,,,,3180986.2,,,2940000,,,,,,,,,,,,,,6120986.2,-6120862.9,1,,,,,,15000000,,,,,,,,,,,,,15000000,,,10000000,,,,,,,483158.19,,,,,,,,,,5400000,,,,15883158.19,-883158.19,,1489996.26,16563620.51,,,18053616.77,,
3650,f2b2c2b775cc572aa8a778c2ef9561a1,430063,工控网,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/20,年度报告,2019/2/27,45,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524225257_930972.pdf,,1,,,,,,,,,,,,,,,,,,,,,,137865048.3,,,,,,,,,,,,,,,,,,,,,,,,,,,38266.56,,,,,277948.16,,138181263.1,97293079.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23555248.63,,,,3696422.79,,,,,14295053.33,,138839804.7,-658541.69,1,,,,,,,,,,,300000,,,,300000,,,,,,681312.74,,,1260000,,,,,,,,,,,,,,1941312.74,-1641312.74,1,,,,,,10000000,,,,,,,,,,8000000,,,18000000,,,10000000,,,,,,,321716.67,,,,,,,,,,2690000,,,,13011716.67,4988283.33,,2688428.9,13875191.61,,,16563620.51,,
97339,a354b2e0381758279f659af0def4fd07,430064,金山顶尖,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/2,年度报告,2019/2/28,38,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654970_845317.pdf,,1,394642834.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83865539.74,,478508374,379152685.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17072573.13,,,,8698566.37,,,,,92535428.76,,497459253.6,-18950879.57,1,,,,,,,,,,,,,,,,,,,,,2167301.37,,,,,,,,,,,,,,,,,2167301.37,-2167301.37,1,,,,,,28000000,,,,,,,,,,,,,28000000,,,39000000,,,,,,,2429858.38,,,,,,,,,,,,,,41429858.38,-13429858.38,,-34548039.32,76885502.11,,,42337462.79,,
97340,a354b2e0381758279f659af0def4fd07,430064,金山顶尖,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/2,年度报告,2019/2/28,38,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654970_845317.pdf,,1,423492942.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483800.91,,,,,54580340.02,,478557083,325561534.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15619051.14,,,,8109757.26,,,,,90434890.82,,439725233.9,38831849.09,1,,,,,,,,,,,,,,,,,,,,,1829226,,,12500000,,,,,,,,,,,,,,14329226,-14329226,1,,,,,,49000000,,,,,,,,,,,,,49000000,,,20000000,,,,,,,1336164.59,,,,,,,,,,,,,,21336164.59,27663835.41,,52166458.5,24719043.61,,,76885502.11,,
24733,a354b2e0381758279f659af0def4fd07,430064,金山顶尖,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/2,年度报告,2019/2/27,36,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654970_845317.pdf,,1,394642834.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83920431.1,,478563265.4,379152685.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17072573.13,,,,8698566.37,,,,,92542490.26,,497466315.1,-18903049.71,1,,,,,,,,,,,,,,,,,,,,,2167301.37,,,,,,,,,,,,,,,,,2167301.37,-2167301.37,1,,,,,,28000000,,,,,,,,,,,,,28000000,,,39000000,,,,,,,2429858.38,,,,,,,,,,,,,,41429858.38,-13429858.38,,-34500209.46,77303899.89,,,42803690.43,,
24734,a354b2e0381758279f659af0def4fd07,430064,金山顶尖,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/2,年度报告,2019/2/27,36,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654970_845317.pdf,,1,423492942.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483800.91,,,,,54581296.8,,478558039.8,325561534.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15619051.14,,,,8109757.26,,,,,100522449.8,,449812792.9,28745246.87,1,,,,,,,,,,,,,,,,,,,,,1829226,,,2000000,,,,,,,,,,,,,,3829226,-3829226,1,,,,,,49000000,,,,,,,,,,,,,49000000,,,20000000,,,,,,,1336164.59,,,,,,,,,,,,,,21336164.59,27663835.41,,52579856.28,24724043.61,,,77303899.89,,
108935,80aaf7fc05b650329ff66eade27bb696,430065,中海阳,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/27,年度报告,2019/2/28,61,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524834865_511289.pdf,,1,534331141.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4405904,,538737045.6,569384742.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38305789.75,,,,4180810.91,,,,,60141481.7,,672012824.6,-133275779,1,,,,,,,,11398105.84,,,,,,,11398105.84,,,,,,11447846.58,,,1180000,,,,,,,,,,,,,,12627846.58,-1229740.74,1,88000000,,,,,340000000,,,,,,,,,,,,,428000000,,,234000000,,,,,,,41870517.43,,,,,,,,,,7338441.45,,,,283208958.9,144791041.1,,10285521.35,81782619.72,,,92068141.07,,
108936,80aaf7fc05b650329ff66eade27bb696,430065,中海阳,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/27,年度报告,2019/2/28,61,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524834865_511289.pdf,,1,1018616486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685932.97,,1021302419,747629105.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37227967.19,,,,23457792.63,,,,,136677577,,944992442.5,76309976.56,1,,66404813,,,1426827.16,,300000,,,,,,,,68131640.16,,,,,,78047916.62,,,2700000,,,,,,,,,,,,,,80747916.62,-12616276.46,1,,,,,,282000000,,,,,,,,,,,,,282000000,,,351000000,,,,,,,43709671.76,,,,,,,,,,23925966.7,,,,418635638.5,-136635638.5,,-72941938.36,154724558.1,,,81782619.72,,
33941,80aaf7fc05b650329ff66eade27bb696,430065,中海阳,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/27,年度报告,2019/2/27,59,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524834865_511289.pdf,,1,539760336.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177483.58,,574937819.7,570972859.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46293288.87,,,,6654159.16,,,,,66418334.85,,690338642.3,-115400822.6,1,,,,,,,290349,10974067.92,,,,,,,11264416.92,,,,,,20537459.01,,,1180000,,,,,,,,,,,,,,21717459.01,-10453042.09,1,88000000,,,,,340000000,,,,,,,,,,,,,428000000,,,243626399.3,,,,,,,41870517.43,,,,,,,,,,8338441.45,,,,293835358.1,134164641.9,178.12,8310955.27,86102564.57,,,94413519.84,,
33942,80aaf7fc05b650329ff66eade27bb696,430065,中海阳,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,59,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524834865_511289.pdf,,1,1031452068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4961102.28,,1036413171,718455842.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46182889.06,,,,28329596.5,,,,,70196145.17,,863164472.9,173248697.7,1,,88414449,,,1874166.5,,300000,,,,,,,,90588615.5,,,,,,114526007.7,,,2700000,,,,,,,,,,,,,,117226007.7,-26637392.2,1,,,,,,282000000,,,,,,,,,,,,,282000000,,,421000000,,,,,,,46206538.59,,,,,,,,,,35163541.69,,,,502370080.3,-220370080.3,4436.79,-73754337.98,159856902.6,,,86102564.57,,
112285,76a795b475005fe28f3665fbdc6f5fec,430065,中海阳,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/27,年度报告,2019/2/28,61,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524836495_868025.pdf,,1,534331141.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4405904,,538737045.6,569384742.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38305789.75,,,,4180810.91,,,,,60141481.7,,672012824.6,-133275779,1,,,,,,,,11398105.84,,,,,,,11398105.84,,,,,,11447846.58,,,1180000,,,,,,,,,,,,,,12627846.58,-1229740.74,1,88000000,,,,,340000000,,,,,,,,,,,,,428000000,,,234000000,,,,,,,41870517.43,,,,,,,,,,7338441.45,,,,283208958.9,144791041.1,,10285521.35,81782619.72,,,92068141.07,,
112286,76a795b475005fe28f3665fbdc6f5fec,430065,中海阳,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/27,年度报告,2019/2/28,61,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524836495_868025.pdf,,1,1018616486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685932.97,,1021302419,747629105.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37227967.19,,,,23457792.63,,,,,136677577,,944992442.5,76309976.56,1,,66404813,,,1426827.16,,300000,,,,,,,,68131640.16,,,,,,78047916.62,,,2700000,,,,,,,,,,,,,,80747916.62,-12616276.46,1,,,,,,282000000,,,,,,,,,,,,,282000000,,,351000000,,,,,,,43709671.76,,,,,,,,,,23925966.7,,,,418635638.5,-136635638.5,,-72941938.36,154724558.1,,,81782619.72,,
36525,76a795b475005fe28f3665fbdc6f5fec,430065,中海阳,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/27,年度报告,2019/2/27,59,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524836495_868025.pdf,,1,539760336.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177483.58,,574937819.7,570972859.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46293288.87,,,,6654159.16,,,,,66418334.85,,690338642.3,-115400822.6,1,,,,,,,290349,10974067.92,,,,,,,11264416.92,,,,,,20537459.01,,,1180000,,,,,,,,,,,,,,21717459.01,-10453042.09,1,88000000,,,,,340000000,,,,,,,,,,,,,428000000,,,243626399.3,,,,,,,41870517.43,,,,,,,,,,8338441.45,,,,293835358.1,134164641.9,178.12,8310955.27,86102564.57,,,94413519.84,,
36526,76a795b475005fe28f3665fbdc6f5fec,430065,中海阳,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,59,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524836495_868025.pdf,,1,1031452068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4961102.28,,1036413171,718455842.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46182889.06,,,,28329596.5,,,,,70196145.17,,863164472.9,173248697.7,1,,88414449,,,1874166.5,,300000,,,,,,,,90588615.5,,,,,,114526007.7,,,2700000,,,,,,,,,,,,,,117226007.7,-26637392.2,1,,,,,,282000000,,,,,,,,,,,,,282000000,,,421000000,,,,,,,46206538.59,,,,,,,,,,35163541.69,,,,502370080.3,-220370080.3,4436.79,-73754337.98,159856902.6,,,86102564.57,,
29731,908a694df8ee5301b58d1cff7c033fc6,430066,南北天地,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/23,年度报告,2019/2/27,42,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524488235_658496.pdf,,1,111081147.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281298.17,,,,,13554000.1,,129916445.5,13496285.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52668414.97,,,,10226105.22,,,,,38343476.12,,114734282.1,15182163.48,1,,,,,,,,,,,,,,,,,,,,,1633213.13,,,,,,,,,,,,,,,,,1633213.13,-1633213.13,1,,,,,,7000000,,,,,,,,,,113700,,,7113700,,,10000000,,,,,,,8149809.83,,,,,,,,,,,,,,18149809.83,-11036109.83,,2512840.52,30628933.64,,,33141774.16,,
29732,908a694df8ee5301b58d1cff7c033fc6,430066,南北天地,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/23,年度报告,2019/2/27,42,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524488235_658496.pdf,,1,108407496.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4299153.31,,,,,4816647.18,,117523296.6,15374115.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40208446.15,,,,10382039.97,,,,,29240721.68,,95205322.92,22317973.65,1,,,,,101885.22,,19611.65,,,,,,,,121496.87,,,,,,4879167.51,,,2660000,,,,,,,,,,,,,,7539167.51,-7417670.64,1,,,,,,10000000,,,,,,,,,,,,,10000000,,,8000000,,,,,,,15920376.52,,,,,,,,,,,,,,23920376.52,-13920376.52,,979926.49,29649007.15,,,30628933.64,,
103725,908a694df8ee5301b58d1cff7c033fc6,430066,南北天地,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/23,年度报告,2019/2/28,44,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524488235_658496.pdf,,1,108548675.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271862.52,,,,,19438870.4,,133259408.4,13583499.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45434333.11,,,,10236574.36,,,,,49809972.95,,119064380.1,14195028.24,1,,,,,,,,,,,,,,,,,,,,,1382557.2,,,,,,,,,,,,,,,,,1382557.2,-1382557.2,1,,,,,,7000000,,,,,,,,,,113700,,,7113700,,,10000000,,,,,,,8149995.4,,,,,,,,,,,,,,18149995.4,-11036295.4,,1776175.64,30106993.48,,,31883169.12,,
103726,908a694df8ee5301b58d1cff7c033fc6,430066,南北天地,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/23,年度报告,2019/2/28,44,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524488235_658496.pdf,,1,106281456.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294618.04,,,,,2919746.93,,113495821.1,19311440.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30516055.42,,,,10221590.41,,,,,32460507.59,,92509593.91,20986227.14,1,,,,,,,19611.65,,,,,,,,19611.65,,,,,,1614116.92,,,2660000,,,,,2100000,,,,,,,,,6374116.92,-6354505.27,1,,,,,,10000000,,,,,,,,,,,,,10000000,,,8000000,,,,,,,15921032.35,,,,,,,,,,,,,,23921032.35,-13921032.35,,710689.52,29396303.96,,,30106993.48,,
53845,3581da0ba28c52f983010e66b71657bc,430067,维信通,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/17,年度报告,2019/2/27,40,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523956686_957368.pdf,,1,14401743.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4167229.66,,18568973.5,9215022.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3582874.22,,,,250258.86,,,,,8238324.13,,21286479.94,-2717506.44,1,,,,,,,,,,,,,,,,,,,,,107084.82,,,,,,,,,,,,,,,,,107084.82,-107084.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,100000,-100000,,-2924591.26,8135366.05,,,5210774.79,,
53846,3581da0ba28c52f983010e66b71657bc,430067,维信通,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/17,年度报告,2019/2/27,40,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523956686_957368.pdf,,1,6902293.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368978,,9271271.88,1516428.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3217705.55,,,,769669.68,,,,,1444177.23,,6947980.87,2323291.01,1,,,,,,,,,,,,,,,,,,,,,2400431.05,,,9000000,,,,,,,,,,,,,,11400431.05,-11400431.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009260,,,,,,,,,,,,,,1009260,-1009260,,-10086400.04,18221766.09,,,8135366.05,,
134137,3581da0ba28c52f983010e66b71657bc,430067,维信通,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/17,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523956686_957368.pdf,,1,7074409.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325214.95,,10399624.29,1794461.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3411271.22,,,,244817.21,,,,,5568608.4,,11019158.56,-619534.27,1,,,,,,,,,,,,,,,,,,,,,107084.82,,,,,,,,,,,,,,,,,107084.82,-107084.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,100000,-100000,,-826619.09,3862365.73,,,3035746.64,,
134138,3581da0ba28c52f983010e66b71657bc,430067,维信通,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/17,年度报告,2019/2/28,41,http://www.neeq.com.cn/disclosure/2018/2018-04-17/1523956686_957368.pdf,,1,5133199.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650539.95,,6783739.54,1556666.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3217705.55,,,,389055.41,,,,,1362491.5,,6525918.85,257820.69,1,,,,,,,,,,,,,,,,,,,,,2400431.05,,,11200000,,,,,,,,,,,,,,13600431.05,-13600431.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009260,,,,,,,,,,,,,,1009260,-1009260,,-14351870.36,18214236.09,,,3862365.73,,
58535,236a969da6d053d1aae2ce8e72581d94,430068,纬纶环保,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/25,年度报告,2019/2/27,45,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524650372_257643.pdf,,1,97021722.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13894774.97,,110916497.8,62450475.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10399504.17,,,,1790271.94,,,,,18440034.51,,93080286.22,17836211.61,1,,1150000,,,,,,,,,,,,,1150000,,,,,,12106001.5,,,17831012.24,,,,,,,,,,,,,,29937013.74,-28787013.74,1,,,,,,91000000,,,,,,,,,,,,,91000000,,,67272916.63,,,,,,,7306861.82,,,,,,,,,,1375807,,,,75955585.45,15044414.55,,4093612.42,1850940.11,,,5944552.53,,
58536,236a969da6d053d1aae2ce8e72581d94,430068,纬纶环保,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/25,年度报告,2019/2/27,45,http://www.neeq.com.cn/disclosure/2018/2018-04-25/1524650372_257643.pdf,,1,62375019.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20577236.96,,82952256.75,42652492.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10319920.98,,,,2927647.31,,,,,19430194.98,,75330256.05,7622000.7,1,,30650000,,,77458.34,,,,,,,,,,30727458.34,,,,,,9730097.64,,,49122000,,,,,,,,,,,,,,58852097.64,-28124639.3,1,5000000,,,,,,,,,,,,,,,770000,,,5770000,,,5000000,,,,,,,5292549.5,,,,,,,,,,128787,,,,10421336.5,-4651336.5,,-25153975.1,27004915.21,,,1850940.11,,
